ScholarshipID,ScholarshipName,State,Qualification,Category,Origin,Type,Availability,Amount,Deadline,ApplicationLink,Description
ID-1545,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BS,Girls,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing BS in West Bengal.
ID-1546,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BS,Minority,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing BS in West Bengal.
ID-1547,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BS,Economically Backward Class,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing BS in West Bengal.
ID-1548,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BS,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing BS in West Bengal.
ID-1549,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BE,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing BE in West Bengal.
ID-1550,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BE,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing BE in West Bengal.
ID-1551,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BE,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing BE in West Bengal.
ID-1552,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BE,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing BE in West Bengal.
ID-1553,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BE,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing BE in West Bengal.
ID-1554,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BE,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing BE in West Bengal.
ID-1555,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,B.Pharma,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing B.Pharma in West Bengal.
ID-1556,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,B.Pharma,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing B.Pharma in West Bengal.
ID-1557,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,B.Pharma,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing B.Pharma in West Bengal.
ID-1558,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,B.Pharma,Minority,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing B.Pharma in West Bengal.
ID-1559,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,B.Pharma,Economically Backward Class,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing B.Pharma in West Bengal.
ID-1560,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,B.Pharma,BPL,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing B.Pharma in West Bengal.
ID-1561,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICAI,General,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing ICAI in West Bengal.
ID-1562,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICAI,SC/ST/OBC,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing ICAI in West Bengal.
ID-1563,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICAI,Girls,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing ICAI in West Bengal.
ID-1564,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICAI,Minority,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing ICAI in West Bengal.
ID-1565,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICAI,Economically Backward Class,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing ICAI in West Bengal.
ID-1566,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICAI,BPL,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing ICAI in West Bengal.
ID-1567,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICWAI,General,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing ICWAI in West Bengal.
ID-1568,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICWAI,SC/ST/OBC,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing ICWAI in West Bengal.
ID-1569,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICWAI,Girls,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing ICWAI in West Bengal.
ID-1570,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICWAI,Minority,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing ICWAI in West Bengal.
ID-1571,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICWAI,Economically Backward Class,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing ICWAI in West Bengal.
ID-1572,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ICWAI,BPL,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing ICWAI in West Bengal.
ID-1573,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,GNM,General,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing GNM in West Bengal.
ID-1574,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,GNM,SC/ST/OBC,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing GNM in West Bengal.
ID-1575,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,GNM,Girls,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing GNM in West Bengal.
ID-1576,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,GNM,Minority,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing GNM in West Bengal.
ID-1577,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,GNM,Economically Backward Class,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing GNM in West Bengal.
ID-1578,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,GNM,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing GNM in West Bengal.
ID-1579,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ANM,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing ANM in West Bengal.
ID-1580,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ANM,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing ANM in West Bengal.
ID-1581,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ANM,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing ANM in West Bengal.
ID-1582,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ANM,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing ANM in West Bengal.
ID-1583,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ANM,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing ANM in West Bengal.
ID-1584,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ANM,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing ANM in West Bengal.
ID-1585,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Not Mentioned,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing Not Mentioned in West Bengal.
ID-1586,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Not Mentioned,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing Not Mentioned in West Bengal.
ID-1587,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Not Mentioned,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing Not Mentioned in West Bengal.
ID-1588,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Not Mentioned,Minority,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing Not Mentioned in West Bengal.
ID-1589,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Not Mentioned,Economically Backward Class,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing Not Mentioned in West Bengal.
ID-1590,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Not Mentioned,BPL,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing Not Mentioned in West Bengal.
ID-1591,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BMLT,General,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing BMLT in West Bengal.
ID-1592,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BMLT,SC/ST/OBC,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing BMLT in West Bengal.
ID-1593,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BMLT,Girls,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing BMLT in West Bengal.
ID-1594,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BMLT,Minority,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing BMLT in West Bengal.
ID-1595,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BMLT,Economically Backward Class,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing BMLT in West Bengal.
ID-1596,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,BMLT,BPL,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing BMLT in West Bengal.
ID-1597,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,DMLT,General,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing DMLT in West Bengal.
ID-1598,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,DMLT,SC/ST/OBC,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing DMLT in West Bengal.
ID-1599,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,DMLT,Girls,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing DMLT in West Bengal.
ID-1600,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,DMLT,Minority,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing DMLT in West Bengal.
ID-1601,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,DMLT,Economically Backward Class,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing DMLT in West Bengal.
ID-1602,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,DMLT,BPL,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing DMLT in West Bengal.
ID-1603,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,M.Pharma,General,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing M.Pharma in West Bengal.
ID-1604,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,M.Pharma,SC/ST/OBC,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing M.Pharma in West Bengal.
ID-1605,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,M.Pharma,Girls,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing M.Pharma in West Bengal.
ID-1606,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,M.Pharma,Minority,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing M.Pharma in West Bengal.
ID-1607,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,M.Pharma,Economically Backward Class,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing M.Pharma in West Bengal.
ID-1608,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,M.Pharma,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing M.Pharma in West Bengal.
ID-1609,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,MSW,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing MSW in West Bengal.
ID-1610,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,MSW,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing MSW in West Bengal.
ID-1611,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,MSW,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing MSW in West Bengal.
ID-1612,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,MSW,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing MSW in West Bengal.
ID-1613,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,MSW,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing MSW in West Bengal.
ID-1614,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,MSW,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing MSW in West Bengal.
ID-1615,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class V,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing Class V in West Bengal.
ID-1616,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class V,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing Class V in West Bengal.
ID-1617,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class V,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing Class V in West Bengal.
ID-1618,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class V,Minority,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing Class V in West Bengal.
ID-1619,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class V,Economically Backward Class,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing Class V in West Bengal.
ID-1620,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class V,BPL,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing Class V in West Bengal.
ID-1621,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VI,General,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing Class VI in West Bengal.
ID-1622,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VI,SC/ST/OBC,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing Class VI in West Bengal.
ID-1623,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VI,Girls,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing Class VI in West Bengal.
ID-1624,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VI,Minority,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing Class VI in West Bengal.
ID-1625,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VI,Economically Backward Class,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing Class VI in West Bengal.
ID-1626,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VI,BPL,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing Class VI in West Bengal.
ID-1627,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VII,General,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing Class VII in West Bengal.
ID-1628,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VII,SC/ST/OBC,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing Class VII in West Bengal.
ID-1629,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VII,Girls,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing Class VII in West Bengal.
ID-1630,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VII,Minority,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing Class VII in West Bengal.
ID-1631,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VII,Economically Backward Class,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing Class VII in West Bengal.
ID-1632,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VII,BPL,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing Class VII in West Bengal.
ID-1633,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VIII,General,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing Class VIII in West Bengal.
ID-1634,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VIII,SC/ST/OBC,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing Class VIII in West Bengal.
ID-1635,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VIII,Girls,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing Class VIII in West Bengal.
ID-1636,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VIII,Minority,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing Class VIII in West Bengal.
ID-1637,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VIII,Economically Backward Class,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing Class VIII in West Bengal.
ID-1638,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,Class VIII,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing Class VIII in West Bengal.
ID-1639,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,CA,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing CA in West Bengal.
ID-1640,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,CA,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing CA in West Bengal.
ID-1641,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,CA,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing CA in West Bengal.
ID-1642,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,CA,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Minority students pursuing CA in West Bengal.
ID-1643,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,CA,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Economically Backward Class students pursuing CA in West Bengal.
ID-1644,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,CA,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to BPL students pursuing CA in West Bengal.
ID-1645,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ITI,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to General students pursuing ITI in West Bengal.
ID-1646,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ITI,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to SC/ST/OBC students pursuing ITI in West Bengal.
ID-1647,Swami Vivekananda Merit-cum-Means Scholarship,West Bengal,ITI,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The Swami Vivekananda Merit-cum-Means Scholarship provides financial assistance to Girls students pursuing ITI in West Bengal.
